id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note	source_byte_len	chunk_row_index	prev_jp_text	next_jp_text
zh_txt_4994e4ab_001314_0160	txt_4994e4ab_001314_0160	param	param/jyutu_data.dat	0x1314	160	83 54 83 4e 83 89 82 d3 82 d4 82 ab 82 cc 8f 70	サクラふぶきの術	樱吹雪之术 		translated_aligned	tight	yes			16	0	おおいなるサクラ	あんちゅうひやくの術
zh_txt_4994e4ab_001340_0161	txt_4994e4ab_001340_0161	param	param/jyutu_data.dat	0x1340	161	82 a0 82 f1 82 bf 82 e3 82 a4 82 d0 82 e2 82 ad 82 cc 8f 70	あんちゅうひやくの術	暗中活跃之术  		translated_aligned	tight	yes			20	1	サクラふぶきの術	鄕y
zh_txt_4994e4ab_001368_0162	txt_4994e4ab_001368_0162	param	param/jyutu_data.dat	0x1368	162	fb b8 79	鄕y	   		translated_aligned	ok	yes			3	2	あんちゅうひやくの術	かっさつじざいの術
zh_txt_4994e4ab_00136C_0163	txt_4994e4ab_00136C_0163	param	param/jyutu_data.dat	0x136C	163	82 a9 82 c1 82 b3 82 c2 82 b6 82 b4 82 a2 82 cc 8f 70	かっさつじざいの術	活杀自在之术		translated_aligned	tight	yes			18	3	鄕y	鄕y
zh_txt_4994e4ab_001394_0164	txt_4994e4ab_001394_0164	param	param/jyutu_data.dat	0x1394	164	fb b8 79	鄕y	   		translated_aligned	ok	yes			3	4	かっさつじざいの術	ちきゅうわりパンチ
zh_txt_4994e4ab_001398_0165	txt_4994e4ab_001398_0165	param	param/jyutu_data.dat	0x1398	165	82 bf 82 ab 82 e3 82 a4 82 ed 82 e8 83 70 83 93 83 60	ちきゅうわりパンチ	地球碎裂拳   		translated_aligned	ok	yes			18	5	鄕y	口よせ・ミニカツユ
zh_txt_4994e4ab_0013C4_0166	txt_4994e4ab_0013C4_0166	param	param/jyutu_data.dat	0x13C4	166	8c fb 82 e6 82 b9 81 45 83 7e 83 6a 83 4a 83 63 83 86	口よせ・ミニカツユ	通灵·小蛞蝓 		translated_aligned	tight	yes			18	6	ちきゅうわりパンチ	口よせ・ミニカツユ
zh_txt_4994e4ab_0013F0_0167	txt_4994e4ab_0013F0_0167	param	param/jyutu_data.dat	0x13F0	167	8c fb 82 e6 82 b9 81 45 83 7e 83 6a 83 4a 83 63 83 86	口よせ・ミニカツユ	通灵·小蛞蝓 		translated_aligned	tight	yes			18	7	口よせ・ミニカツユ	口よせ・ミニカツユ
zh_txt_4994e4ab_00141C_0168	txt_4994e4ab_00141C_0168	param	param/jyutu_data.dat	0x141C	168	8c fb 82 e6 82 b9 81 45 83 7e 83 6a 83 4a 83 63 83 86	口よせ・ミニカツユ	通灵·小蛞蝓 		translated_aligned	tight	yes			18	8	口よせ・ミニカツユ	きばくクナイの術
zh_txt_4994e4ab_001448_0169	txt_4994e4ab_001448_0169	param	param/jyutu_data.dat	0x1448	169	82 ab 82 ce 82 ad 83 4e 83 69 83 43 82 cc 8f 70	きばくクナイの術	起爆苦无术 		translated_aligned	tight	yes			16	9	口よせ・ミニカツユ	鄕y
zh_txt_4994e4ab_001470_0170	txt_4994e4ab_001470_0170	param	param/jyutu_data.dat	0x1470	170	fb b8 79	鄕y	   		translated_aligned	ok	yes			3	10	きばくクナイの術	はっぽうクナイの術
zh_txt_4994e4ab_001474_0171	txt_4994e4ab_001474_0171	param	param/jyutu_data.dat	0x1474	171	82 cd 82 c1 82 db 82 a4 83 4e 83 69 83 43 82 cc 8f 70	はっぽうクナイの術	八方苦无之术		translated_aligned	tight	yes			18	11	鄕y	鄕y
zh_txt_4994e4ab_00149C_0172	txt_4994e4ab_00149C_0172	param	param/jyutu_data.dat	0x149C	172	fb b8 79	鄕y	无		translated_aligned	tight	yes			3	12	はっぽうクナイの術	かげつつみの術
zh_txt_4994e4ab_0014A0_0173	txt_4994e4ab_0014A0_0173	param	param/jyutu_data.dat	0x14A0	173	82 a9 82 b0 82 c2 82 c2 82 dd 82 cc 8f 70	かげつつみの術	影包之术  		translated_aligned	tight	yes			14	13	鄕y	鄕y
zh_txt_4994e4ab_0014C8_0174	txt_4994e4ab_0014C8_0174	param	param/jyutu_data.dat	0x14C8	174	fb b8 79	鄕y	无		translated_aligned	tight	yes			3	14	かげつつみの術	ひつじぐもの術
zh_txt_4994e4ab_0014CC_0175	txt_4994e4ab_0014CC_0175	param	param/jyutu_data.dat	0x14CC	175	82 d0 82 c2 82 b6 82 ae 82 e0 82 cc 8f 70	ひつじぐもの術	羊云之术  		translated_aligned	tight	yes			14	15	鄕y	鄕y
zh_txt_4994e4ab_0014F4_0176	txt_4994e4ab_0014F4_0176	param	param/jyutu_data.dat	0x14F4	176	fb b8 79	鄕y	无		translated_aligned	tight	yes			3	16	ひつじぐもの術	しのびＩＱのけい
zh_txt_4994e4ab_0014F8_0177	txt_4994e4ab_0014F8_0177	param	param/jyutu_data.dat	0x14F8	177	82 b5 82 cc 82 d1 82 68 82 70 82 cc 82 af 82 a2	しのびＩＱのけい	忍IQ计        		translated_aligned	ok	yes			16	17	鄕y	鄕y
zh_txt_4994e4ab_001520_0178	txt_4994e4ab_001520_0178	param	param/jyutu_data.dat	0x1520	178	fb b8 79	鄕y	无		translated_aligned	tight	yes			3	18	しのびＩＱのけい	かげまねの術
zh_txt_4994e4ab_001524_0179	txt_4994e4ab_001524_0179	param	param/jyutu_data.dat	0x1524	179	82 a9 82 b0 82 dc 82 cb 82 cc 8f 70	かげまねの術	影真似术		translated_aligned	tight	yes			12	19	鄕y	かげまねの術
zh_txt_4994e4ab_001550_0180	txt_4994e4ab_001550_0180	param	param/jyutu_data.dat	0x1550	180	82 a9 82 b0 82 dc 82 cb 82 cc 8f 70	かげまねの術	影真似术		translated_aligned	tight	yes			12	20	かげまねの術	かげまねの術
zh_txt_4994e4ab_00157C_0181	txt_4994e4ab_00157C_0181	param	param/jyutu_data.dat	0x157C	181	82 a9 82 b0 82 dc 82 cb 82 cc 8f 70	かげまねの術	影真似术		translated_aligned	tight	yes			12	21	かげまねの術	はっぽうかげまねの術
zh_txt_4994e4ab_0015A8_0182	txt_4994e4ab_0015A8_0182	param	param/jyutu_data.dat	0x15A8	182	82 cd 82 c1 82 db 82 a4 82 a9 82 b0 82 dc 82 cb 82 cc 8f 70	はっぽうかげまねの術	八方影真似术  		translated_aligned	tight	yes			20	22	かげまねの術	かげくびしばりの術
zh_txt_4994e4ab_0015D4_0183	txt_4994e4ab_0015D4_0183	param	param/jyutu_data.dat	0x15D4	183	82 a9 82 b0 82 ad 82 d1 82 b5 82 ce 82 e8 82 cc 8f 70	かげくびしばりの術	影奈落之术   		translated_aligned	ok	yes			18	23	はっぽうかげまねの術	かげならくの術
zh_txt_4994e4ab_001600_0184	txt_4994e4ab_001600_0184	param	param/jyutu_data.dat	0x1600	184	82 a9 82 b0 82 c8 82 e7 82 ad 82 cc 8f 70	かげならくの術	影奈落术  		translated_aligned	tight	yes			14	24	かげくびしばりの術	ガルＢポテート
zh_txt_4994e4ab_00162C_0185	txt_4994e4ab_00162C_0185	param	param/jyutu_data.dat	0x162C	185	83 4b 83 8b 82 61 83 7c 83 65 81 5b 83 67	ガルＢポテート	错误数据  		translated_aligned	tight	yes			14	25	かげならくの術	鄕2
zh_txt_4994e4ab_001654_0186	txt_4994e4ab_001654_0186	param	param/jyutu_data.dat	0x1654	186	fb b8 32	鄕2	2  		translated_aligned	ok	yes			3	26	ガルＢポテート	にくだんせんしゃ
zh_txt_4994e4ab_001658_0187	txt_4994e4ab_001658_0187	param	param/jyutu_data.dat	0x1658	187	82 c9 82 ad 82 be 82 f1 82 b9 82 f1 82 b5 82 e1	にくだんせんしゃ	肉弹战车    		translated_aligned	ok	yes			16	27	鄕2	にくだんはりせんしゃ
zh_txt_4994e4ab_001684_0188	txt_4994e4ab_001684_0188	param	param/jyutu_data.dat	0x1684	188	82 c9 82 ad 82 be 82 f1 82 cd 82 e8 82 b9 82 f1 82 b5 82 e1	にくだんはりせんしゃ	肉弹针战车     		translated_aligned	ok	yes			20	28	にくだんせんしゃ	ぶぶんばいかの術
zh_txt_4994e4ab_0016B0_0189	txt_4994e4ab_0016B0_0189	param	param/jyutu_data.dat	0x16B0	189	82 d4 82 d4 82 f1 82 ce 82 a2 82 a9 82 cc 8f 70	ぶぶんばいかの術	部分倍化术 		translated_aligned	tight	yes			16	29	にくだんはりせんしゃ	ちょうばいかの術
zh_txt_4994e4ab_0016DC_0190	txt_4994e4ab_0016DC_0190	param	param/jyutu_data.dat	0x16DC	190	82 bf 82 e5 82 a4 82 ce 82 a2 82 a9 82 cc 8f 70	ちょうばいかの術	超倍化术    		translated_aligned	ok	yes			16	30	ぶぶんばいかの術	ちょうだんばくげき
zh_txt_4994e4ab_001708_0191	txt_4994e4ab_001708_0191	param	param/jyutu_data.dat	0x1708	191	82 bf 82 e5 82 a4 82 be 82 f1 82 ce 82 ad 82 b0 82 ab	ちょうだんばくげき	超弹爆击      		translated_aligned	ok	yes			18	31	ちょうばいかの術	ボッコボコよー！
zh_txt_4994e4ab_001734_0192	txt_4994e4ab_001734_0192	param	param/jyutu_data.dat	0x1734	192	83 7b 83 62 83 52 83 7b 83 52 82 e6 81 5b 81 49	ボッコボコよー！	揍扁你哦！ 		translated_aligned	tight	yes			16	32	ちょうだんばくげき	鄕?
zh_txt_4994e4ab_00175C_0193	txt_4994e4ab_00175C_0193	param	param/jyutu_data.dat	0x175C	193	fb b8 3f	鄕?	   		translated_aligned	ok	yes			3	33	ボッコボコよー！	しのびばな・とりかぶと
zh_txt_4994e4ab_001760_0194	txt_4994e4ab_001760_0194	param	param/jyutu_data.dat	0x1760	194	82 b5 82 cc 82 d1 82 ce 82 c8 81 45 82 c6 82 e8 82 a9 82 d4 82 c6	しのびばな・とりかぶと	忍花·鸟兜        		translated_aligned	ok	yes			22	34	鄕?	しのびばな・あきざくら
